timestamp,username,text,is_retweeted,user_retweeted
2020-03-30 23:52:50,Steph_Polyb,RT @chenry75: Paris : C'est la première fois que je vois dans Paris des personnes à la rue souffrir de la faim. Les restos du cœur se mobli…,True,chenry75
2020-03-30 23:52:26,Debdeb1965,RT @cih_st: 🆘🏥🦠👇👇👇#confinement #Covid_19 #CoronavirusFrance #HopitalPublic #hopital #hopitaux #RestezChezVous #reanimation,True,cih_st
2020-03-30 23:52:26,MamaBrigit,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:51:56,couguii,"Y’en a ils font des puzzles, moi je pose des pâtes ! #confinement #RestezChezVous #TikTok @AyaNakamuraa… https://t.co/oer86pdzjA",False,https
2020-03-30 23:51:22,Snoopy_972,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:50:21,escartefigue51,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:50:06,Zickmafr,RT @ChroniqueDisney: (Solidarité) Disneyland Paris envoie actuellement spontanément de jolis colis remplis de surprises pour soutenir le mo…,True,ChroniqueDisney
2020-03-30 23:49:42,Rodolphp,"RT @AnneClaireRuel: #Confinement &amp; organisation du travail : itw de D. Loubet
▶️ la vitesse risque de s'accélérer par compensation 
▶️ le p…",True,AnneClaireRuel
2020-03-30 23:48:30,LesMotsRouges,RT @30millionsdamis: ‼️De  nombreux refuges &amp; associations de #ProtectionAnimale n'arrivent plus à assurer leur mission auprès des animaux…,True,30millionsdamis
2020-03-30 23:47:59,AliciaFilks,"#JournalDeConfinement #Journal de #Confinement #ConfinementTotal jour 16 ! (Ouais, hier c'était la pause dominicale… https://t.co/avR8VDznOz",False,False
2020-03-30 23:47:05,ChanthanThip,RT @chenry75: Paris : C'est la première fois que je vois dans Paris des personnes à la rue souffrir de la faim. Les restos du cœur se mobli…,True,chenry75
2020-03-30 23:46:24,alixveroneze,"C'était un communiqué de notre président. 
#gouvernement #COVID19 #confinement #RestezChezVous… https://t.co/GIAPv8rvbS",False,False
2020-03-30 23:46:24,BFCPLUTO,RT @MarleneSchiappa: Une femme victime de #violencesconjugales pendant le #confinement donne l’alerte dans une pharmacie: son conjoint plac…,True,MarleneSchiappa
2020-03-30 23:45:57,celine_84_,"RT @LaBajon: La Bajon- La Santé 
Bon courage à tout le personnel hospitalier et à tous ceux qui sont obligés de bosser sur le terrain penda…",True,LaBajon
2020-03-30 23:45:39,_nkktsu,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:44:59,DelarueF,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:44:21,dalet906469201,RT @30millionsdamis: ‼️De  nombreux refuges &amp; associations de #ProtectionAnimale n'arrivent plus à assurer leur mission auprès des animaux…,True,30millionsdamis
2020-03-30 23:43:44,moruccio74,"RT @TIM_7375: 🦢🦢#Confinement aux pieds d’une cathédrale de #NotreDame meurtrie depuis presque un an, l’absence des nombreux bateaux mouches…",True,TIM_7375
2020-03-30 23:43:06,talonaiguille19,"RT @R_DeCastelnau: Ça y est l’État Macron vient de condamner à mort les personnes âgées résidentes en EPAHD.
Les établissements viennent de…",True,R_DeCastelnau
2020-03-30 23:42:54,ClaudeAchilleDe,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:42:44,HasoftConcept,"RT @LaBajon: La Bajon- La Santé 
Bon courage à tout le personnel hospitalier et à tous ceux qui sont obligés de bosser sur le terrain penda…",True,LaBajon
2020-03-30 23:42:28,RenSmith3,RT @chenry75: Paris : C'est la première fois que je vois dans Paris des personnes à la rue souffrir de la faim. Les restos du cœur se mobli…,True,chenry75
2020-03-30 23:42:20,MorisMyriam,"RT @NellyTerrier: #Confinement Dans les Yvelines, un agriculteur privé de marché en plein air se lance dans la livraison à domicile. Il cro…",True,NellyTerrier
2020-03-30 23:41:57,Marinskaia,"J'en avais marre des tweets honteux sur le #COVID19
Maintenant je vais plutôt mettre à l'honneur l'imagination, le… https://t.co/kwAVaRSCcd",False,False
2020-03-30 23:41:46,Lenine13,"RT @LaBajon: La Bajon- La Santé 
Bon courage à tout le personnel hospitalier et à tous ceux qui sont obligés de bosser sur le terrain penda…",True,LaBajon
2020-03-30 23:41:12,misstek33,RT @chenry75: Paris : C'est la première fois que je vois dans Paris des personnes à la rue souffrir de la faim. Les restos du cœur se mobli…,True,chenry75
2020-03-30 23:39:54,OdieuxBoby,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:39:42,HasoftConcept,RT @chenry75: Paris : C'est la première fois que je vois dans Paris des personnes à la rue souffrir de la faim. Les restos du cœur se mobli…,True,chenry75
2020-03-30 23:39:39,LeZehir,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:39:14,paulvaaa,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:38:48,CouchouronI,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:37:57,umibo_ozu,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:37:47,KevSohn,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:37:31,eg21eric,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:37:31,caro_deraille,RT @fredericbouraly: #COVID19 #confinement Aidez les enfants en danger dans leur propre foyer : au moindre doute appelez le 119 ou @assoenf…,True,fredericbouraly
2020-03-30 23:37:02,LajXavier,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:36:59,Steph_and_me,RT @30millionsdamis: ‼️De  nombreux refuges &amp; associations de #ProtectionAnimale n'arrivent plus à assurer leur mission auprès des animaux…,True,30millionsdamis
2020-03-30 23:36:51,mc_virginie,"#confinement #COVID19 #escapegame 😎 @ApprendsEnergie 💡
https://t.co/9OxOgKdgfT",False,https
2020-03-30 23:36:42,tismarun,"RT @allpointsfrance: Quand on pourra enfin sortir du #confinement 🕺💃
@SPRINOIR 👀 https://t.co/Rh10eQmgWT",True,allpointsfrance
2020-03-30 23:35:57,AMIRAULTC,"RT @VilledeNeuilly: 🟠 #COVID19 : Vos commerçants vous livrent...

La ville recense tous les commerçants qui se sont fait connaître et qui a…",True,VilledeNeuilly
2020-03-30 23:35:47,mario_gugli,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:35:43,ArnyDusty,"@LaurentSegnis @navanijo Le confinement est annoncé lors d'une adresse à la nation du président de la République, E… https://t.co/gfldfPaM2c",False,https
2020-03-30 23:35:32,logicaltribbles,RT @Kroquodyl: #confinement https://t.co/S7fqxpg7Kg,True,Kroquodyl
2020-03-30 23:34:36,antoine_tristan,"@SamiaBayol @muzeau Étape 3 : suite logique de l’étape 2. Vous n’êtes plus Élues, vous n’avez de fait plus accès au… https://t.co/bA6cJT8SOT",False,3
2020-03-30 23:34:31,ZabouF,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:34:12,Inny78,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:32:19,oxmo35,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:31:00,Fotografiko78,"RT @TIM_7375: 🦢🦢#Confinement aux pieds d’une cathédrale de #NotreDame meurtrie depuis presque un an, l’absence des nombreux bateaux mouches…",True,TIM_7375
2020-03-30 23:29:51,DanneKatia,"RT @ELLEfrance: Marlène Schiappa a annoncé, samedi 28 mars, l’installation de stands éphémères dans des centres commerciaux, à destination…",True,ELLEfrance
2020-03-30 23:29:21,thibault_am,"RT @thibault_am: #SRASー2019: Contre ce nouveau #Coronavirus, adoptons les bons gestes barrières, règles de #Confinement.

Les masques sont…",True,thibault_am
2020-03-30 23:28:45,SmileyTrains,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:28:29,baltammatlab,RT @PoliceSynergie: Guet-apens cette nuit contre les #policiers aux Francs-Moisins (93). Le respect du #confinement #RestezChezVous vu par…,True,PoliceSynergie
2020-03-30 23:27:39,goodmuston,"RT @LaBajon: La Bajon- La Santé 
Bon courage à tout le personnel hospitalier et à tous ceux qui sont obligés de bosser sur le terrain penda…",True,LaBajon
2020-03-30 23:26:57,AngeleRocchio,"RT @LaBajon: La Bajon- La Santé 
Bon courage à tout le personnel hospitalier et à tous ceux qui sont obligés de bosser sur le terrain penda…",True,LaBajon
2020-03-30 23:26:52,akerala,RT @cih_st: 🆘🏥🦠👇👇👇#confinement #Covid_19 #CoronavirusFrance #HopitalPublic #hopital #hopitaux #RestezChezVous #reanimation https://t.co/WV3…,True,cih_st
2020-03-30 23:26:34,mathilganel,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:26:20,braillard_ch,"RT @Novethic: Zéro déchet, économie circulaire, biodiversité... Nous avons sélectionné 5 #MOOCS gratuits à suivre depuis votre canapé en ce…",True,Novethic
2020-03-30 23:25:26,lesinfodelady0,"RT @alertes_news: On va tous finir comme ça pour voir nos proches #COVID19 #Covid_19 #Coronavid19 #confinement #AFP
#ConfinementJour14 #Cor…",True,alertes_news
2020-03-30 23:25:19,benjlaurent1,"RT @Klesia: #Confinement
✉️ Découvrez aujourd'hui la jolie initiative 1 lettre, 1 sourire, qui permet d'écrire aux personnes isolées qui vi…",True,Klesia
2020-03-30 23:25:07,AgnesDecagny,"RT @TIM_7375: 🦢🦢#Confinement aux pieds d’une cathédrale de #NotreDame meurtrie depuis presque un an, l’absence des nombreux bateaux mouches…",True,TIM_7375
2020-03-30 23:24:59,suisse_couteau,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:24:59,petit_maillon,"RT @citeofrance: 😷📦🍃 On fait quoi de nos #déchets pendant le #confinement ? Est-ce qu'on peut encore #trier ?
Voici quelques recommandation…",True,citeofrance
2020-03-30 23:24:58,saveiro,"RT @NatachaQS: #NotLeGorafi #Confinement: James Blunt préfère ""rendre service à tout le monde"" et ne pas donner de concert en ligne https:/…",True,NatachaQS
2020-03-30 23:24:55,petit_maillon,"RT @citeofrance: #confinement+#environnement 
1. Améliorez la qualité de l'air intérieur
2. Conservez un usage raisonné d'Internet
3. Écono…",True,citeofrance
2020-03-30 23:24:55,AnneDKNY,"RT @DroMath: La carte du #confinement dans le monde, par @LesEchos  #Covid_19 https://t.co/gzLu1ScEVR",True,DroMath
2020-03-30 23:23:46,Mllehappiness_,"RT @LaBajon: La Bajon- La Santé 
Bon courage à tout le personnel hospitalier et à tous ceux qui sont obligés de bosser sur le terrain penda…",True,LaBajon
2020-03-30 23:23:45,rozyeliel,"RT @DroMath: La carte du #confinement dans le monde, par @LesEchos  #Covid_19 https://t.co/gzLu1ScEVR",True,DroMath
2020-03-30 23:23:34,NamaSteste,"RT @citeofrance: #confinement+#environnement 
1. Améliorez la qualité de l'air intérieur
2. Conservez un usage raisonné d'Internet
3. Écono…",True,citeofrance
2020-03-30 23:23:13,hugolevrai1,"@Julien_Apostat comment tu pouvais savoir ça 
#COVID19 #confinement",False,#confinement
2020-03-30 23:23:13,NamaSteste,"RT @citeofrance: 😷📦🍃 On fait quoi de nos #déchets pendant le #confinement ? Est-ce qu'on peut encore #trier ?
Voici quelques recommandation…",True,citeofrance
2020-03-30 23:22:24,DomCroixGalerne,RT @thibault_am: #SRASー2019: @EPhilippePM &amp; @olivierveran ont rappelé que le but du #Confinement est de freiner l'apparition de cas graves…,True,thibault_am
2020-03-30 23:22:06,M2bliquis,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:21:13,Uni_random,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:19:54,BencLamine,"RT @LaBajon: La Bajon- La Santé 
Bon courage à tout le personnel hospitalier et à tous ceux qui sont obligés de bosser sur le terrain penda…",True,LaBajon
2020-03-30 23:19:52,romainbgb,"Et les 42 pages sont abouties sur les feuilles de papiers du #Moleskine de mon cahier de #confinement.
Le rituel du… https://t.co/Y1l5aFvBea",False,False
2020-03-30 23:19:38,Itsukushimu,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:19:23,karrytwitty,RT @MalakoffHumanis: Comment gérer une équipe en #télétravail en cette période de #confinement ? Qu’il s’agisse de maintenir le moral des t…,True,MalakoffHumanis
2020-03-30 23:19:13,LoikPertuiset,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:18:13,RaigaClemenceau,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:17:49,M2bliquis,"RT @LaBajon: La Bajon- La Santé 
Bon courage à tout le personnel hospitalier et à tous ceux qui sont obligés de bosser sur le terrain penda…",True,LaBajon
2020-03-30 23:17:10,RadaSamper,"RT @LaBajon: La Bajon- La Santé 
Bon courage à tout le personnel hospitalier et à tous ceux qui sont obligés de bosser sur le terrain penda…",True,LaBajon
2020-03-30 23:17:01,CabYvesBlohorn,RT @chenry75: Paris : C'est la première fois que je vois dans Paris des personnes à la rue souffrir de la faim. Les restos du cœur se mobli…,True,chenry75
2020-03-30 23:16:47,Th3D0cGaming,"RT @EnricQuart: Pour un reportage sur le #confinement et le mal-logement en France pour le journal espagnol Público, je cherche des personn…",True,EnricQuart
2020-03-30 23:16:30,Ahmad_Ramadan94,"RT @EPHE_PSL: #Culturecheznous : Pendant le #confinement, suivez le #MOOC ""La #sculpture grecque d'Alexandre à Cléopâtre"", co-réalisé par l…",True,EPHE_PSL
2020-03-30 23:15:59,fenarinarsa,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:15:54,Monsieur_Mazure,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:15:44,matthewb67,RT @parisvisites: Rare : On connaît la place Charles de Gaulle et les Champs-Elysées mais #confinement oblige : de haut et vide... #Paris #…,True,parisvisites
2020-03-30 23:15:16,Jaromil_R,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:15:06,abma3791,"RT @LaBajon: La Bajon- La Santé 
Bon courage à tout le personnel hospitalier et à tous ceux qui sont obligés de bosser sur le terrain penda…",True,LaBajon
2020-03-30 23:15:06,MehdiShepard,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:15:00,RF_2012,"#Confinement #Paris C’était avant, au Luco ... à Jardin du Luxembourg https://t.co/zwNYAptaJb",False,False
2020-03-30 23:14:47,AnnewareL,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:13:50,aphroditeoff,"RT @M_Derenemesnil: En période de #confinement, la prévention, l'écoute et l'accompagnement se poursuivent à l'@UParisNanterre en cas de vi…",True,M_Derenemesnil
2020-03-30 23:13:35,CarolineCesbron,Le Boléro de Ravel par l'Orchestre national de France en #confinement #ensembleàlamaison - YouTube https://t.co/rvVJfPsI1o,False,False
2020-03-30 23:13:33,samiHHa2,"RT @Albidar_Edition: Adhan dans les rues d'#Espagne pendant le #confinement ❤, ainsi qu'à la mosquée al-Bayzin 🕌 de #Grenade, pour la 1ère…",True,Albidar_Edition
2020-03-30 23:11:58,juliechaumard,"RT @iwork4tacos: Attestation de déplacement dérogatoire, la version sketchnote #confinement https://t.co/pU9bmjofPU",True,iwork4tacos
2020-03-30 23:10:31,LeCompulsif,RT @MarleneSchiappa: Une femme victime de #violencesconjugales pendant le #confinement donne l’alerte dans une pharmacie: son conjoint plac…,True,MarleneSchiappa
2020-03-30 23:10:16,antoine_tristan,"@SamiaBayol , connaissant parfaitement la composition du cabinet de @Muzeau pour avoir été son conseiller durant 2… https://t.co/4lxCrGU95o",False,https
2020-03-30 23:09:59,ShikataganaiFr,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:09:40,smartlou1,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:09:27,ramir_rma,"RT @M_Derenemesnil: En période de #confinement, la prévention, l'écoute et l'accompagnement se poursuivent à l'@UParisNanterre en cas de vi…",True,M_Derenemesnil
2020-03-30 23:08:56,m_gael,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:07:40,2vanssay,"RT @acupoftim: Nouveau dessin/jeu #confinement : ""Hourra, le #COVID19 a disparu ! Problème, maintenant il reste 30 rouleaux de pq éparpillé…",True,acupoftim
2020-03-30 23:07:37,ecolededemain,"RT @acupoftim: Nouveau dessin/jeu #confinement : ""Hourra, le #COVID19 a disparu ! Problème, maintenant il reste 30 rouleaux de pq éparpillé…",True,acupoftim
2020-03-30 23:06:55,niakola,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:06:24,D_cence,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:06:21,Nakitsuro,"RT @LaBajon: La Bajon- La Santé 
Bon courage à tout le personnel hospitalier et à tous ceux qui sont obligés de bosser sur le terrain penda…",True,LaBajon
2020-03-30 23:05:21,CleyFaye,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:05:10,DrunkerTroll,"RT @LaBajon: La Bajon- La Santé 
Bon courage à tout le personnel hospitalier et à tous ceux qui sont obligés de bosser sur le terrain penda…",True,LaBajon
2020-03-30 23:04:40,nation87_,"RT @LaBajon: La Bajon- La Santé 
Bon courage à tout le personnel hospitalier et à tous ceux qui sont obligés de bosser sur le terrain penda…",True,LaBajon
2020-03-30 23:04:12,Colonel_Fabien,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:04:01,Brigitedasilva1,RT @YohannEnMarche: 🇫🇷📅 #INFO Le Président de la République Emmanuel #Macron en visite mardi dans une usine de #masques près d'#Angers (#El…,True,YohannEnMarche
2020-03-30 23:02:59,Alex15762206,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:02:59,IANANTO07298142,RT @fredericbouraly: #COVID19 #confinement Aidez les enfants en danger dans leur propre foyer : au moindre doute appelez le 119 ou @assoenf…,True,fredericbouraly
2020-03-30 23:02:24,VictorBledor,"RT @antoinedabbundo: Chaque jour, un grand témoin évoque dans @LaCroix ce temps singulier du #confinement. Je partage ici mon privilège d’a…",True,antoinedabbundo
2020-03-30 23:02:23,abir_adam,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:02:20,yans05000,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:02:11,lalouise_18,"RT @M_Derenemesnil: En période de #confinement, la prévention, l'écoute et l'accompagnement se poursuivent à l'@UParisNanterre en cas de vi…",True,M_Derenemesnil
2020-03-30 23:02:01,fcauchi,RT @OrianneLedroit: A tous ceux qui ont besoin d’être aidés pour accéder à des services en ligne essentiels en période de #confinement 👉🏻 l…,True,OrianneLedroit
2020-03-30 23:01:35,memoiretrauma,"RT @M_Derenemesnil: En période de #confinement, la prévention, l'écoute et l'accompagnement se poursuivent à l'@UParisNanterre en cas de vi…",True,M_Derenemesnil
2020-03-30 23:01:04,dck_95,Attendez pause donc là les meufs elles font leurs meilleurs make-up pour snaper et rester à la maison ? Quel vie 😂😂😭 #confinement,False,False
2020-03-30 23:01:01,Elephome_,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:00:48,DiaryWindow,"Day 13, 30 March 2020, 20:49. More pink in our lives, please ! #Covid_19 #confinement #Paris #SacréCoeur… https://t.co/n9LYJk8n4g",False,False
2020-03-30 23:00:36,SalahShou,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:00:28,Widoobiz,"Qui a dit qu’il fallait sortir du canapé pour se cultiver ?
#Culture #Confinement #Coronavirus
https://t.co/mvd33NevHc",False,False
2020-03-30 23:00:18,LgGUIBERT,RT @MarleneSchiappa: Une femme victime de #violencesconjugales pendant le #confinement donne l’alerte dans une pharmacie: son conjoint plac…,True,MarleneSchiappa
2020-03-30 23:00:17,odalage,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 23:00:03,ConfinementP,"Jours : 1️⃣5️⃣
Heures : 3️⃣2️⃣4️⃣
Minutes : 1️⃣9️⃣4️⃣4️⃣0️⃣
#ConfinementJour15 #covid19 #RestezChezVous #covid_19… https://t.co/gOgNWPw1SR",False,False
2020-03-30 22:59:42,stefbauza,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 22:59:38,Dimilisofficiel,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 22:59:38,tchoum_5,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 22:59:22,ThierryRouby,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 22:58:40,EllenAgreaux,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
2020-03-30 22:58:09,rinapeeen,"RT @EPHE_PSL: #Culturecheznous : Pendant le #confinement, suivez le #MOOC ""La #sculpture grecque d'Alexandre à Cléopâtre"", co-réalisé par l…",True,EPHE_PSL
2020-03-30 22:58:00,ApaKaba48893250,"RT @LaBajon: La Bajon- La Santé 
Bon courage à tout le personnel hospitalier et à tous ceux qui sont obligés de bosser sur le terrain penda…",True,LaBajon
2020-03-30 22:57:52,frabel_a,RT @davidperrotin: Ça serait intéressant de savoir combien de verbalisations abusives il va y avoir au total #confinement https://t.co/Ckfl…,True,davidperrotin
